t,mean_latency,var_latency,queue_size
873,0.201081,0.00694162,1000
874,0.202669,0.00666034,1000
875,0.203675,0.0069103,1000
876,0.202216,0.00680036,1000
877,0.202095,0.00677743,1000
878,0.203632,0.00676313,1000
879,0.201525,0.00684297,1000
880,0.201021,0.00688412,1000
881,0.201145,0.00702739,1000
882,0.201882,0.0069134,1000
883,0.19993,0.00713715,1000
884,0.199163,0.00700052,1000
885,0.200651,0.00677914,1000
886,0.199999,0.00696048,1000
887,0.199066,0.00706518,1000
888,0.199768,0.00689231,1000
889,0.200286,0.00669434,1000
890,0.200578,0.00685284,1000
891,0.200452,0.00663375,1000
892,0.201586,0.00671361,1000
893,0.203791,0.00657777,1000
894,0.202786,0.00656449,1000
895,0.201498,0.00666531,1000
896,0.20091,0.0067664,1000
897,0.201416,0.00669966,1000
898,0.200979,0.00674142,1000
899,0.200587,0.00652008,1000
900,0.201362,0.0065661,1000
901,0.201139,0.00667837,1000
902,0.20055,0.00662764,1000
903,0.201687,0.00674204,1000
904,0.20263,0.00682073,1000
905,0.202173,0.00685584,1000
906,0.203333,0.00704596,1000
907,0.202707,0.0068138,1000
908,0.202881,0.00657719,1000
909,0.200931,0.00661439,1000
910,0.202008,0.00665522,1000
911,0.202315,0.00677552,1000
912,0.202916,0.00659106,1000
913,0.201715,0.0065973,1000
914,0.20214,0.00685202,1000
915,0.202825,0.00663506,1000
916,0.201864,0.00639481,1000
917,0.199887,0.0064971,1000
918,0.199849,0.00705373,1000
919,0.198961,0.0067468,1000
920,0.198896,0.00657555,1000
921,0.198806,0.00650627,1000
922,0.198296,0.00650758,1000
923,0.199668,0.00665991,1000
924,0.200018,0.00684754,1000
925,0.19909,0.00661053,1000
926,0.200878,0.00664214,1000
927,0.201141,0.00663927,1000
928,0.198856,0.00648095,1000
929,0.198333,0.00690703,1000
930,0.198735,0.00682061,1000
931,0.197795,0.00695133,1000
932,0.197866,0.00686886,1000
933,0.198407,0.00671189,1000
934,0.199829,0.00672448,1000
935,0.199784,0.00662209,1000
936,0.200957,0.00662786,1000
937,0.202034,0.00683559,1000
938,0.199987,0.00680937,1000
939,0.20052,0.00693086,1000
940,0.200564,0.0067959,1000
941,0.199389,0.00646185,1000
942,0.199721,0.00657501,1000
943,0.201593,0.00660959,1000
944,0.201047,0.0069284,1000
945,0.200337,0.00685002,1000
946,0.20038,0.00694166,1000
947,0.200693,0.00665386,1000
948,0.201311,0.00657754,1000
949,0.201267,0.00681156,1000
950,0.201361,0.00679772,1000
951,0.202531,0.00662747,1000
952,0.201135,0.00655192,1000
953,0.200212,0.00676791,1000
954,0.201042,0.00705624,1000
955,0.200815,0.00682734,1000
956,0.202476,0.00675429,1000
957,0.202595,0.00656483,1000
958,0.203491,0.0068571,1000
959,0.204406,0.00693287,1000
960,0.20245,0.00691828,1000
961,0.200878,0.00675445,1000
962,0.199942,0.00702278,1000
963,0.201168,0.00682224,1000
964,0.200863,0.00675768,1000
965,0.201254,0.00677046,1000
966,0.200647,0.00672167,1000
967,0.201405,0.0068671,1000
968,0.202317,0.00676173,1000
969,0.202402,0.00663478,1000
970,0.203572,0.0066361,1000
971,0.202856,0.00658509,1000
972,0.202683,0.00690647,1000
973,0.201312,0.00689174,1000
974,0.201354,0.00720583,1000
975,0.199648,0.00702554,1000
976,0.200764,0.0068095,1000
977,0.200456,0.00676085,1000
978,0.202009,0.00666327,1000
979,0.203047,0.00689353,1000
980,0.201601,0.00658125,1000
981,0.202278,0.00662554,1000
982,0.203755,0.00678462,1000
983,0.203814,0.00677666,1000
984,0.20336,0.00656793,1000
985,0.204311,0.00672497,1000
986,0.20295,0.00694205,1000
987,0.204422,0.00704081,1000
988,0.201716,0.00712632,1000
989,0.200764,0.00706198,1000
990,0.200166,0.0070498,1000
991,0.200983,0.00706896,1000
992,0.20148,0.00685744,1000
993,0.202489,0.00691362,1000
994,0.201685,0.00686894,1000
995,0.202687,0.00678462,1000
996,0.203868,0.00667413,1000
997,0.202753,0.00670745,1000
998,0.202136,0.00671924,1000
999,0.200637,0.00659559,1000
